university;user_id;user_name;number_tweets;friends_count;followers_count;created_at
uvalpochile;250345122;markcotarola;1433;2140;360;"Thu Feb 10 22:34:15 +0000 2011"
uvalpochile;433656396;panal26;2445;278;47;"Sat Dec 10 21:05:15 +0000 2011"
uvalpochile;964955694268116993;virocalo;24;160;16;"Sat Feb 17 20:12:20 +0000 2018"
uvalpochile;140501080;vra9763377;5;441;8;"Wed May 05 17:11:19 +0000 2010"
uvalpochile;100480334;MontseVasquezS;1089;690;250;"Wed Dec 30 12:01:45 +0000 2009"
uvalpochile;123591505;colegioap;1345;181;1279;"Tue Mar 16 15:41:15 +0000 2010"
uvalpochile;1212858638382977024;javierushka;737;599;127;"Thu Jan 02 22:10:17 +0000 2020"
uvalpochile;3117103630;alearancibia77;140;122;30;"Thu Mar 26 03:57:21 +0000 2015"
uvalpochile;1389693932;jlillorob;5148;790;187;"Mon Apr 29 15:04:26 +0000 2013"
uvalpochile;1334583315085598720;com_llambias;286;538;112;"Thu Dec 03 19:41:01 +0000 2020"
uvalpochile;3122619653;mauricihoramir1;59;574;26;"Sat Mar 28 00:22:59 +0000 2015"
uvalpochile;1309221685296533505;DianaMayoQ;129;208;196;"Thu Sep 24 20:03:03 +0000 2020"
uvalpochile;89617614;stephanjarpa;22566;2344;3745;"Fri Nov 13 03:40:12 +0000 2009"
uvalpochile;1339184289003483138;phyllodon;43;211;49;"Wed Dec 16 12:23:34 +0000 2020"
uvalpochile;324701128;ljimenez83;1175;1602;508;"Mon Jun 27 02:30:28 +0000 2011"
uvalpochile;1421570264;git_labs01;7390;4467;848;"Sat May 11 20:55:21 +0000 2013"
uvalpochile;958023156966490112;uge_garabatos;1693;1223;821;"Mon Jan 29 17:04:54 +0000 2018"
uvalpochile;1268309868022239232;alumni_oyp_uv;53;129;52;"Wed Jun 03 22:34:03 +0000 2020"
uvalpochile;14430670;Ricardo_Faundez;9568;1154;522;"Fri Apr 18 07:14:24 +0000 2008"
uvalpochile;1312138592;zfale;50374;1340;5919;"Fri Mar 29 00:33:07 +0000 2013"
uvalpochile;155982952;PATRICIOSPINOZA;49449;3890;2269;"Tue Jun 15 18:01:03 +0000 2010"
uvalpochile;457168643;maverickcl20;7728;4848;2796;"Sat Jan 07 03:19:04 +0000 2012"
uvalpochile;1337102803999862784;ING2030UTEM;59;191;65;"Thu Dec 10 18:32:29 +0000 2020"
uvalpochile;1337209158861524993;colorinaaaa;898;1007;143;"Fri Dec 11 01:34:56 +0000 2020"
uvalpochile;1240344088790142984;nachoalbornozg1;69;193;9;"Wed Mar 18 18:27:42 +0000 2020"
uvalpochile;118488941;CyapsiMarcelo;663;1191;67;"Sun Feb 28 21:09:47 +0000 2010"
uvalpochile;322054752;VladimirBlanco_;46458;213;285;"Wed Jun 22 15:27:02 +0000 2011"
uvalpochile;1164543099781169153;Mariela91818983;17;33;9;"Thu Aug 22 14:21:35 +0000 2019"
uvalpochile;1337212528254967808;Jenny20855468;5;17;2;"Fri Dec 11 01:48:19 +0000 2020"
uvalpochile;1327839084912504834;postgrado_fame;23;215;49;"Sun Nov 15 05:01:42 +0000 2020"
uvalpochile;2598018951;valdnunoino;6007;773;155;"Tue Jun 10 14:45:50 +0000 2014"
uvalpochile;118825495;Carlosamaranti;2253;1565;236;"Mon Mar 01 21:26:50 +0000 2010"
uvalpochile;557365038;gi_gi_241;1716;1322;308;"Wed Apr 18 22:44:16 +0000 2012"
uvalpochile;1335430813194866689;Loretofeliz77;123;33;14;"Sun Dec 06 03:48:27 +0000 2020"
uvalpochile;1335414523013029890;AldaEditorial;0;26;0;"Sun Dec 06 02:43:59 +0000 2020"
uvalpochile;115544498;ReyAladino;31;424;156;"Fri Feb 19 01:26:29 +0000 2010"
uvalpochile;1192113040403128320;bigfootserigraf;2452;304;41;"Wed Nov 06 16:15:57 +0000 2019"
uvalpochile;726007944;GomezUchida;3987;2128;1146;"Mon Jul 30 12:54:10 +0000 2012"
uvalpochile;787867508;Jim_DV;5339;2881;2618;"Tue Aug 28 21:14:56 +0000 2012"
uvalpochile;624349174;karfrahutor1312;130;35;174;"Mon Jul 02 04:08:42 +0000 2012"
uvalpochile;812020519822381057;MarioRamirezF;74;1233;34;"Thu Dec 22 19:42:33 +0000 2016"
uvalpochile;1323181014890536963;Flga__;244;658;62;"Mon Nov 02 08:33:35 +0000 2020"
uvalpochile;1078019218573012993;CarlosOlavarra4;3369;540;886;"Wed Dec 26 20:06:25 +0000 2018"
uvalpochile;966062955371606016;sebastianlop8;1;138;2;"Tue Feb 20 21:32:11 +0000 2018"
uvalpochile;1300217570763649024;marlen_mega;125;244;13;"Sun Aug 30 23:43:29 +0000 2020"
uvalpochile;1333956539405770754;ToskanoTK;1;21;0;"Wed Dec 02 02:10:06 +0000 2020"
uvalpochile;1333992811247644672;Francisca_cvsqz;46;173;17;"Wed Dec 02 04:34:16 +0000 2020"
uvalpochile;629449535;MitziUrtubia;2691;637;860;"Sat Jul 07 16:18:19 +0000 2012"
uvalpochile;744847508921278464;guillermoDinam5;41;691;47;"Mon Jun 20 11:00:59 +0000 2016"
uvalpochile;33967545;Ai_sr;3869;2055;255;"Tue Apr 21 17:11:57 +0000 2009"
uvalpochile;1240406605176475648;BurguenoRafa;64;342;165;"Wed Mar 18 22:36:20 +0000 2020"
uvalpochile;1078513427079929856;Degaaperez;618;218;77;"Fri Dec 28 04:50:13 +0000 2018"
uvalpochile;101628306;angeles_mia;545;450;19;"Mon Jan 04 01:57:19 +0000 2010"
uvalpochile;158512538;raescandon;33932;1938;500;"Tue Jun 22 22:29:14 +0000 2010"
uvalpochile;1333603371429867521;abogadosinjurar;558;197;46;"Tue Dec 01 02:46:49 +0000 2020"
uvalpochile;342151634;ExploraTarapaca;4129;314;2165;"Mon Jul 25 15:29:35 +0000 2011"
uvalpochile;2842730657;RayalaAedo;723;286;40;"Fri Oct 24 19:14:05 +0000 2014"
uvalpochile;827717306088353794;haciendoradiocl;639;1571;155;"Sat Feb 04 03:15:58 +0000 2017"
uvalpochile;1185576671350607873;profe_bernard;587;1480;694;"Sat Oct 19 15:22:02 +0000 2019"
uvalpochile;1326027567456018432;AlexiMoralesZa1;4;2535;128;"Tue Nov 10 05:05:43 +0000 2020"
uvalpochile;1064603185774501891;aalcayagaa;11084;981;237;"Mon Nov 19 19:35:53 +0000 2018"
uvalpochile;297057518;DescubreLosRios;14299;6278;8635;"Wed May 11 21:18:52 +0000 2011"
uvalpochile;541329124;JMGallo99;6556;1278;524;"Sat Mar 31 03:33:04 +0000 2012"
uvalpochile;187727027;omar_sagredo;118;123;78;"Tue Sep 07 00:28:15 +0000 2010"
uvalpochile;3091261191;memapalma;4;456;19;"Fri Mar 13 13:42:35 +0000 2015"
uvalpochile;2803019286;guzmanfue81;4159;857;151;"Thu Sep 11 05:08:20 +0000 2014"
uvalpochile;293239095;ecarrasc_toto;4474;2904;926;"Thu May 05 00:36:21 +0000 2011"
uvalpochile;1277642689178226688;Ignacio46125575;4595;824;137;"Mon Jun 29 16:38:59 +0000 2020"
uvalpochile;354583457;PersonajesChile;32;315;293;"Sat Aug 13 23:48:31 +0000 2011"
uvalpochile;154897811;nebadon1133;241559;3299;3070;"Sat Jun 12 14:31:52 +0000 2010"
uvalpochile;1185902762304921600;Marcelo13974741;896;232;18;"Sun Oct 20 12:57:35 +0000 2019"
uvalpochile;1330646665498390530;a_valpo;7;48;13;"Sun Nov 22 22:58:07 +0000 2020"
uvalpochile;268988031;fidelmoscoso;1234;962;1436;"Sat Mar 19 21:56:40 +0000 2011"
uvalpochile;276638605;anaveeliz;68;117;46;"Sun Apr 03 19:36:04 +0000 2011"
uvalpochile;1241362201614696448;Jimalbarran;9;245;9;"Sat Mar 21 13:53:16 +0000 2020"
uvalpochile;1331707547099787264;eduardo_domange;5;44;0;"Wed Nov 25 21:13:52 +0000 2020"
uvalpochile;1187788005999812610;J_Alejandro_MG;1911;388;146;"Fri Oct 25 17:48:32 +0000 2019"
uvalpochile;348729348;katymirayanda;596;358;222;"Thu Aug 04 22:22:53 +0000 2011"
uvalpochile;1311305053597249536;MarleneHood17;312;224;48;"Wed Sep 30 14:01:16 +0000 2020"
uvalpochile;1149041064990380033;PatricioAvello7;8756;1409;250;"Wed Jul 10 19:41:52 +0000 2019"
uvalpochile;1167831573300948992;JMagasich;485;470;44;"Sat Aug 31 16:08:47 +0000 2019"
uvalpochile;746116063;mgle_udec;303;309;611;"Wed Aug 08 23:09:31 +0000 2012"
uvalpochile;1331263275657555969;FESM15149009;0;107;1;"Tue Nov 24 15:48:08 +0000 2020"
uvalpochile;1271925633724100608;Ellieheim_;1183;75;42;"Sat Jun 13 22:01:34 +0000 2020"
uvalpochile;1252625111154405376;Johanna73238387;5;31;6;"Tue Apr 21 15:48:10 +0000 2020"
uvalpochile;1317519923040686080;ademirvillarro3;6;4963;45;"Sat Oct 17 17:37:00 +0000 2020"
uvalpochile;226675363;morales_ravest;1720;1888;631;"Tue Dec 14 19:46:59 +0000 2010"
uvalpochile;2300935118;_ChinaSonriente;1;89;17;"Mon Jan 20 07:16:22 +0000 2014"
uvalpochile;3413844953;carolinastuchi;43;227;65;"Mon Aug 10 23:44:18 +0000 2015"
uvalpochile;1330553752353443845;______ignatius;0;960;0;"Sun Nov 22 16:48:41 +0000 2020"
uvalpochile;1308252042843041792;sebakoshka;1123;1308;88;"Tue Sep 22 03:49:41 +0000 2020"
uvalpochile;129202350;AintzaneLorca;177;422;410;"Sat Apr 03 14:16:47 +0000 2010"
uvalpochile;930262211095941120;Journal_JSSPN;401;876;1075;"Tue Nov 14 02:32:49 +0000 2017"
uvalpochile;1003089487;zagrarioo;1369;615;193;"Tue Dec 11 02:07:34 +0000 2012"
uvalpochile;1329590822946410497;CarolFleiteB;96;335;43;"Fri Nov 20 01:02:22 +0000 2020"
uvalpochile;1676585688;CIEGUNAM;11545;550;10708;"Fri Aug 16 20:52:47 +0000 2013"
uvalpochile;192602308;juaravena;816;956;207;"Sun Sep 19 16:44:05 +0000 2010"
uvalpochile;2172916262;RonaldTazbaz;685;183;174;"Sun Nov 03 22:35:15 +0000 2013"
uvalpochile;1275282597707423744;PlayaAnchaRadio;3;332;62;"Tue Jun 23 04:21:03 +0000 2020"
uvalpochile;1325658454875365376;Parisi_oficial;35;328;1875;"Mon Nov 09 04:36:31 +0000 2020"
uvalpochile;2516323632;CoreBioBio;4222;7228;11770;"Thu May 22 21:11:24 +0000 2014"
uvalpochile;150050108;Leslie_Sanchez;5688;1277;1290;"Sun May 30 23:28:58 +0000 2010"
uvalpochile;157506244;oquiri30;4750;3219;509;"Sun Jun 20 01:28:55 +0000 2010"
uvalpochile;1190364937639677952;PilarCo82907046;59;213;14;"Fri Nov 01 20:28:21 +0000 2019"
uvalpochile;768894161411899392;telescopichile;90;85;103;"Thu Aug 25 19:33:48 +0000 2016"
uvalpochile;530823484;201996Ma;401;169;55;"Tue Mar 20 01:59:56 +0000 2012"
uvalpochile;147603357;NANCYOLC;572;148;60;"Mon May 24 15:24:48 +0000 2010"
uvalpochile;297032245;DanielaDeamil;21;36;2;"Wed May 11 20:23:24 +0000 2011"
uvalpochile;1328372362216157184;noguera_katia;0;69;0;"Mon Nov 16 16:20:37 +0000 2020"
uvalpochile;190100347;anibalpina;509;803;702;"Mon Sep 13 02:20:29 +0000 2010"
uvalpochile;1272803332420243457;Salvado84405792;65;120;7;"Tue Jun 16 08:09:06 +0000 2020"
uvalpochile;1325762377170767872;OlmecaB;6426;674;51;"Mon Nov 09 11:30:13 +0000 2020"
uvalpochile;1103703288954998787;drasaldias;209;164;38;"Thu Mar 07 17:05:44 +0000 2019"
uvalpochile;1327627270601789441;UidUpla;277;44;99;"Sat Nov 14 15:01:14 +0000 2020"
uvalpochile;1032605958021832704;SantiagoArayaM3;218;297;72;"Thu Aug 23 12:30:20 +0000 2018"
uvalpochile;3334610777;ArriagadaSheila;15494;1384;362;"Fri Jun 19 11:46:19 +0000 2015"
uvalpochile;47806504;rabadillo;14748;2286;2034;"Wed Jun 17 01:30:00 +0000 2009"
uvalpochile;1696480130;fencausewayside;2;107;12;"Sat Aug 24 13:21:59 +0000 2013"
uvalpochile;1306445872843100160;Danitza_VO;266;268;91;"Thu Sep 17 04:12:45 +0000 2020"
uvalpochile;1325767261391564802;Brainlly1;5436;641;63;"Mon Nov 09 11:49:00 +0000 2020"
uvalpochile;1326718033809825795;MarcoFritzCast2;9;505;52;"Thu Nov 12 02:47:17 +0000 2020"
uvalpochile;792405478697496576;paulajimenezq;1006;168;47;"Sat Oct 29 16:39:23 +0000 2016"
uvalpochile;1151336818664759296;MartiSalas11;0;119;0;"Wed Jul 17 03:44:23 +0000 2019"
uvalpochile;929314871728136192;JBrainlatam;4680;425;79;"Sat Nov 11 11:48:26 +0000 2017"
uvalpochile;1318309727663804416;Meysama_oO_;28;94;4;"Mon Oct 19 21:55:24 +0000 2020"
uvalpochile;3381202673;IreneWais;24499;1999;3801;"Sat Jul 18 02:59:53 +0000 2015"
uvalpochile;1325482801848872961;dominiq25767441;0;1;0;"Sun Nov 08 16:58:31 +0000 2020"
uvalpochile;1322239990106148864;dac130080319;334;148;14;"Fri Oct 30 18:12:45 +0000 2020"
uvalpochile;827640933957120001;Raven__mind;392;235;13;"Fri Feb 03 22:12:30 +0000 2017"
uvalpochile;1324789965671325697;academiapenal;156;272;76;"Fri Nov 06 19:05:37 +0000 2020"
uvalpochile;946340449;larita2560;189;153;36;"Tue Nov 13 19:03:06 +0000 2012"
uvalpochile;1262075572877959168;PEmeritos;512;1563;158;"Sun May 17 17:40:56 +0000 2020"
uvalpochile;1080543074110054401;CarmenYankovic;3;49;3;"Wed Jan 02 19:15:19 +0000 2019"
uvalpochile;68703168;ajefta;6547;4000;3204;"Tue Aug 25 14:15:37 +0000 2009"
uvalpochile;2160813336;balanceambiente;143;1451;243;"Mon Oct 28 12:30:13 +0000 2013"
uvalpochile;950425421165875201;JacksonBrainSup;5424;804;127;"Mon Jan 08 17:54:13 +0000 2018"
uvalpochile;1237124461247242241;NeuroPolitcs;6925;673;86;"Mon Mar 09 21:14:06 +0000 2020"
uvalpochile;1196965561718235136;cmi0001;1;19;0;"Wed Nov 20 01:36:54 +0000 2019"
uvalpochile;1023589496376512512;BrainSupport4;5030;381;74;"Sun Jul 29 15:22:08 +0000 2018"
uvalpochile;347426760;BrainSupportBR;5386;582;154;"Tue Aug 02 19:45:45 +0000 2011"
uvalpochile;1185971722878705664;jhooony11;87;252;42;"Sun Oct 20 17:31:18 +0000 2019"
uvalpochile;280686835;NetzaDelgado;2732;1774;759;"Mon Apr 11 21:03:01 +0000 2011"
uvalpochile;1023762431934431233;BrainProfi;5993;671;73;"Mon Jul 30 02:49:19 +0000 2018"
uvalpochile;1312783704389976068;latamconscious;9049;742;80;"Sun Oct 04 15:56:56 +0000 2020"
uvalpochile;1316100155586863104;AldoValleGob;577;385;1031;"Tue Oct 13 19:35:38 +0000 2020"
uvalpochile;85661723;MJARPA;625;1925;649;"Tue Oct 27 21:02:16 +0000 2009"
uvalpochile;1312149058165841921;Cuarentenagirl1;71;730;16;"Fri Oct 02 21:55:08 +0000 2020"
uvalpochile;1321841884411682819;vagabunda24;2790;3245;1163;"Thu Oct 29 15:50:53 +0000 2020"
uvalpochile;1040637960662777857;Anileal7;835;418;40;"Fri Sep 14 16:26:38 +0000 2018"
uvalpochile;844204578300088322;Ciencia_UdeC;5057;666;4173;"Tue Mar 21 15:10:30 +0000 2017"
uvalpochile;228462042;usaqmx;391;2715;15279;"Sun Dec 19 19:59:27 +0000 2010"
uvalpochile;724382706675625984;AuciUruguay;2467;2320;4351;"Sun Apr 24 23:41:10 +0000 2016"
uvalpochile;3120203002;may0_chan;182;299;72;"Fri Mar 27 00:02:12 +0000 2015"
uvalpochile;134209327;gabrielbena;950;646;272;"Sat Apr 17 19:16:44 +0000 2010"
uvalpochile;1321624596504862725;ExUpla;4;149;31;"Thu Oct 29 01:27:34 +0000 2020"
uvalpochile;2943963700;SofiaaCortezV;105;339;45;"Sat Dec 27 15:17:47 +0000 2014"
uvalpochile;1320027541638361088;Italovasquez18;23;84;12;"Sat Oct 24 15:41:17 +0000 2020"
uvalpochile;367344775;ShareyDB;182;101;25;"Sat Sep 03 20:26:11 +0000 2011"
uvalpochile;1321640180353273861;guidoandelef07;0;132;1;"Thu Oct 29 02:29:30 +0000 2020"
uvalpochile;1114161557095747584;ClaroJuridico;409;533;331;"Fri Apr 05 13:43:10 +0000 2019"
uvalpochile;78138525;EndiMolina;6594;1896;925;"Mon Sep 28 22:18:04 +0000 2009"
uvalpochile;220412607;javiera_ulloaf;30;135;34;"Sat Nov 27 18:19:46 +0000 2010"
uvalpochile;1301966722107351041;PasquinelMartin;0;18;2;"Fri Sep 04 19:34:03 +0000 2020"
uvalpochile;3214555271;Valeriasantibaz;301;310;40;"Mon Apr 27 19:18:07 +0000 2015"
uvalpochile;2675466458;eilons_;248;678;10;"Thu Jul 24 00:07:20 +0000 2014"
uvalpochile;26968974;iureamicorum;47602;12626;11741;"Fri Mar 27 07:47:00 +0000 2009"
uvalpochile;1315674728460320770;DatitoEl;16;22;4;"Mon Oct 12 15:24:43 +0000 2020"
uvalpochile;1256222790933532674;MariaIg75516732;197;172;0;"Fri May 01 14:03:59 +0000 2020"
uvalpochile;955888008489852929;AlonsodelCanto1;762;944;142;"Tue Jan 23 19:40:35 +0000 2018"
uvalpochile;115205170;valepinom;43;84;35;"Wed Feb 17 23:25:15 +0000 2010"
uvalpochile;1270456704422076416;InnovaUtem;72;580;195;"Tue Jun 09 20:44:24 +0000 2020"
uvalpochile;1080539019992354817;veronic41760627;34;74;3;"Wed Jan 02 18:59:12 +0000 2019"
uvalpochile;118558947;akaiserr;21989;3677;1793;"Mon Mar 01 02:16:33 +0000 2010"
uvalpochile;1303070860069285900;suntechvalpo;67;227;140;"Mon Sep 07 20:41:34 +0000 2020"
uvalpochile;1320695733251690498;FranciscaMard12;1;85;1;"Mon Oct 26 11:56:32 +0000 2020"
uvalpochile;1309123684356034561;AgendaAcademiCL;114;758;97;"Thu Sep 24 13:33:58 +0000 2020"
uvalpochile;1313270586156683264;KennoMaulen;4202;4291;165;"Tue Oct 06 00:11:45 +0000 2020"
uvalpochile;260918168;jmcatepillan;2771;1424;1099;"Fri Mar 04 21:51:03 +0000 2011"
uvalpochile;928738578;arguzmanf;782;204;19;"Tue Nov 06 01:16:05 +0000 2012"
uvalpochile;1304992007484510208;sumafuerzas;341;544;227;"Sun Sep 13 03:55:33 +0000 2020"
uvalpochile;1319331568889024514;EmpresaDdhh;7;31;9;"Thu Oct 22 17:35:59 +0000 2020"
uvalpochile;2295833478;ViceMujerDC;19677;2542;4689;"Fri Jan 17 09:40:15 +0000 2014"
uvalpochile;1317901649223032832;valpajaritos;279;524;120;"Sun Oct 18 18:53:41 +0000 2020"
uvalpochile;205270872;usachinter;1154;817;1094;"Wed Oct 20 14:02:14 +0000 2010"
uvalpochile;736731486439809024;KarenHuentenao;40;402;42;"Sun May 29 01:30:48 +0000 2016"
uvalpochile;1186702958760792064;ciarrietp;31;237;18;"Tue Oct 22 17:56:58 +0000 2019"
uvalpochile;1318718560433262594;ConTAC19_;14;113;29;"Wed Oct 21 00:59:58 +0000 2020"
uvalpochile;101372840;Rodescuba;4642;2283;855;"Sun Jan 03 02:28:17 +0000 2010"
uvalpochile;1318581749878804481;joyarcepizarro;57;201;19;"Tue Oct 20 15:56:10 +0000 2020"
uvalpochile;3397427807;eleivapinto;1819;2855;600;"Fri Jul 31 17:34:05 +0000 2015"
uvalpochile;1240757604235841537;Evelyn71948162;0;153;4;"Thu Mar 19 21:50:57 +0000 2020"
uvalpochile;504835103;Gersito_;313;830;102;"Sun Feb 26 18:28:09 +0000 2012"
uvalpochile;122473171;lilia1960;21769;2417;203;"Fri Mar 12 20:57:11 +0000 2010"
uvalpochile;749734863348039680;josefa_albornoz;59;77;15;"Sun Jul 03 22:41:35 +0000 2016"
uvalpochile;371858327;RenzoCaamao;12101;2033;601;"Sun Sep 11 17:09:16 +0000 2011"
uvalpochile;515435294;DANIELARDILALAZ;11;115;12;"Mon Mar 05 12:48:08 +0000 2012"
uvalpochile;6170252;lorez96;9449;997;716;"Sun May 20 02:43:39 +0000 2007"
uvalpochile;1238696286209085440;co_analysis40;0;253;6;"Sat Mar 14 05:20:20 +0000 2020"
uvalpochile;1311078005956116481;natalialonsx;0;25;2;"Tue Sep 29 22:59:18 +0000 2020"
uvalpochile;231048699;segismundo1973;132;724;69;"Mon Dec 27 13:01:09 +0000 2010"
uvalpochile;107139152;Nruminot;839;950;1208;"Thu Jan 21 17:20:30 +0000 2010"
uvalpochile;1316568139266699271;claudio_roa;5;210;20;"Thu Oct 15 02:34:54 +0000 2020"
uvalpochile;786696979082608644;NflssO;1634;421;69;"Thu Oct 13 22:35:50 +0000 2016"
uvalpochile;996746072532881408;UCN_Coquimbo;1346;1568;1385;"Wed May 16 13:35:57 +0000 2018"
uvalpochile;333765183;MireyaCastaneda;1748;1218;237;"Tue Jul 12 01:54:13 +0000 2011"
uvalpochile;3405469024;daa_mec;28674;1324;201;"Thu Aug 06 09:43:58 +0000 2015"
uvalpochile;1214242754089213953;jlvaldebenitoa;87;519;77;"Mon Jan 06 17:50:16 +0000 2020"
uvalpochile;1285706463617396738;katraris;418;166;14;"Tue Jul 21 22:41:32 +0000 2020"
uvalpochile;1227824915228831746;_Pauli_PD;37;11;1;"Thu Feb 13 05:21:10 +0000 2020"
uvalpochile;1278496084554395648;jhonberprofe;21;56;20;"Thu Jul 02 01:10:31 +0000 2020"
uvalpochile;1304853884230344709;paupaupaulit;8;23;7;"Sat Sep 12 18:46:32 +0000 2020"
uvalpochile;998267664085737472;IamTamyCalderon;1042;128;7;"Sun May 20 18:22:12 +0000 2018"
uvalpochile;3193558765;cvmarcelacortes;1221;504;193;"Tue May 12 17:50:18 +0000 2015"
uvalpochile;742564730;kutsal_b;103;84;108;"Tue Aug 07 09:40:53 +0000 2012"
uvalpochile;1312454466021609474;AndresRiveraMD;99;234;26;"Sat Oct 03 18:08:35 +0000 2020"
uvalpochile;1224767344326709249;oped_uc;200;1045;329;"Tue Feb 04 18:51:20 +0000 2020"
uvalpochile;1313871350990344193;argiaak;0;37;2;"Wed Oct 07 15:58:47 +0000 2020"
uvalpochile;2428155138;manamumba;3;1573;95;"Sat Apr 05 02:30:32 +0000 2014"
uvalpochile;347467255;ZamoraSibulca;10589;2907;435;"Tue Aug 02 21:02:21 +0000 2011"
uvalpochile;2902355819;NeuroUC;63;759;431;"Tue Dec 02 14:16:22 +0000 2014"
uvalpochile;1313688831737188352;UnescoNinez;129;42;121;"Wed Oct 07 03:53:44 +0000 2020"
uvalpochile;1314050236839583744;MiMgTeNecesita;14;339;26;"Thu Oct 08 03:49:35 +0000 2020"
uvalpochile;984122232690667520;UAtacama;1759;696;1795;"Wed Apr 11 17:33:19 +0000 2018"
uvalpochile;1077457999;sebadevaldivia;1;57;2;"Thu Jan 10 19:18:55 +0000 2013"
uvalpochile;1303376209246650370;GazelookEsp;37;682;26;"Tue Sep 08 16:55:45 +0000 2020"
uvalpochile;1189245162683326465;fororooficial;2617;342;160;"Tue Oct 29 18:18:48 +0000 2019"
uvalpochile;1186455066015862786;AlfonsoHenriq20;6686;4963;2070;"Tue Oct 22 01:32:08 +0000 2019"
uvalpochile;1158427072324395009;_glauciagarcia;11;88;22;"Mon Aug 05 17:18:31 +0000 2019"
uvalpochile;1297921454407847937;belucitagg;92;159;10;"Mon Aug 24 15:39:34 +0000 2020"
uvalpochile;1312762809294483458;FabianA87358747;0;191;8;"Sun Oct 04 14:34:14 +0000 2020"
uvalpochile;216708154;g_ohrens;164;516;127;"Wed Nov 17 14:03:42 +0000 2010"
uvalpochile;966664609942949888;Ericalonso88;141;8;0;"Thu Feb 22 13:22:57 +0000 2018"
uvalpochile;1295811698696302593;zorrociudad;484;286;221;"Tue Aug 18 19:56:20 +0000 2020"
uvalpochile;63154775;mmalfaro31;1706;4666;1362;"Wed Aug 05 14:59:58 +0000 2009"
uvalpochile;1104492448301174784;Celeste_sandovl;19;44;10;"Sat Mar 09 21:21:34 +0000 2019"
uvalpochile;1003360039200083968;camilopibi;8132;652;479;"Sun Jun 03 19:37:29 +0000 2018"
uvalpochile;1235262704149024771;asvpxnegro;37;36;8;"Wed Mar 04 17:56:06 +0000 2020"
uvalpochile;878665781223071744;Irenefrodri;15699;2945;263;"Sat Jun 24 17:27:01 +0000 2017"
uvalpochile;1130523630675333122;puchaLaCustion;1598;1351;196;"Mon May 20 17:20:12 +0000 2019"
uvalpochile;235666360;leapsterfrog;4;112;14;"Sat Jan 08 20:00:04 +0000 2011"
uvalpochile;2876501555;Sundae_Mao;24309;3469;987;"Fri Nov 14 15:08:18 +0000 2014"
uvalpochile;1193596057428668416;LhuPingh;1085;561;33;"Sun Nov 10 18:27:53 +0000 2019"
uvalpochile;1294669979216949248;retardpatata;0;23;1;"Sat Aug 15 16:19:22 +0000 2020"
uvalpochile;858710898915119105;LucasCerda10;62;116;11;"Sun Apr 30 15:53:27 +0000 2017"
uvalpochile;2747622901;MlleMercyCaro;282;702;80;"Wed Aug 20 01:36:26 +0000 2014"
uvalpochile;1204622282041245696;FabiolaValpo;89;341;59;"Wed Dec 11 04:42:13 +0000 2019"
uvalpochile;887385484489629697;RedChileGA;4730;542;2640;"Tue Jul 18 18:56:01 +0000 2017"
uvalpochile;1311518021723336709;Cosas_de_laU;20;82;25;"Thu Oct 01 04:07:32 +0000 2020"
uvalpochile;1124322317704757249;Hellena78843955;2847;4999;127;"Fri May 03 14:38:24 +0000 2019"
uvalpochile;118696007;ROBustosC;381;508;154;"Mon Mar 01 13:47:49 +0000 2010"
uvalpochile;1311307367825506306;Paloma20711778;0;51;8;"Wed Sep 30 14:10:22 +0000 2020"
uvalpochile;1267300081113477122;Ale97982705;0;50;0;"Mon Jun 01 03:41:16 +0000 2020"
uvalpochile;1301943102207414272;hbancaria;0;135;6;"Fri Sep 04 18:00:18 +0000 2020"
uvalpochile;1310761143951134720;ivo_at;263;1129;148;"Tue Sep 29 01:59:53 +0000 2020"
uvalpochile;904166293;rhmanagementdig;4788;1842;2948;"Thu Oct 25 15:55:39 +0000 2012"
uvalpochile;909429210;GeraldineLuza;203;683;28;"Sun Oct 28 03:33:13 +0000 2012"
uvalpochile;1240445902466285568;FjAguilar3;5;64;2;"Thu Mar 19 01:12:13 +0000 2020"
uvalpochile;231439835;MARCIAPERALTAMA;52;133;25;"Tue Dec 28 14:41:27 +0000 2010"
uvalpochile;1309934401569128452;LauraOs63769804;4;145;0;"Sat Sep 26 19:15:01 +0000 2020"
uvalpochile;1282738782215823360;IsraelEs_12599;7;2127;24;"Mon Jul 13 18:09:32 +0000 2020"
uvalpochile;1251219218072309769;PlatCostera;164;165;117;"Fri Apr 17 18:41:34 +0000 2020"
uvalpochile;964201092;Alkimia_Aubel;8346;2584;844;"Thu Nov 22 12:53:59 +0000 2012"
uvalpochile;250238741;TheEAUC;12832;3919;5209;"Thu Feb 10 18:02:30 +0000 2011"
uvalpochile;105385578;GustavoIgnacioT;6851;1506;1120;"Sat Jan 16 05:35:41 +0000 2010"
uvalpochile;700326432;krenaby;222;943;506;"Tue Jul 17 04:04:30 +0000 2012"
uvalpochile;1245392911971356674;DanielE53019124;45;46;0;"Wed Apr 01 16:50:13 +0000 2020"
uvalpochile;1114265496210345985;culriksenm;2966;1829;353;"Fri Apr 05 20:36:11 +0000 2019"
uvalpochile;3411828041;CamilaMellaB;12;34;3;"Mon Aug 10 03:49:15 +0000 2015"
uvalpochile;3559764376;rojas_conch;92;814;19;"Sat Sep 05 22:09:20 +0000 2015"
